# RDF data 
# r, Å; g(r); Histogram 
 0.000        0.000        0.000
 0.025        0.000        0.000
 0.050        0.000        0.000
 0.075        0.000        0.000
 0.100        0.000        0.000
 0.125        0.000        0.000
 0.150        0.000        0.000
 0.175        0.000        0.000
 0.200        0.000        0.000
 0.225        0.000        0.000
 0.250        0.000        0.000
 0.275        0.000        0.000
 0.301        0.000        0.000
 0.326        0.000        0.000
 0.351        0.000        0.000
 0.376        0.000        0.000
 0.401        0.000        0.000
 0.426        0.000        0.000
 0.451        0.000        0.000
 0.476        0.000        0.000
 0.501        0.000        0.000
 0.526        0.000        0.000
 0.551        0.000        0.000
 0.576        0.000        0.000
 0.601        0.000        0.000
 0.626        0.000        0.000
 0.651        0.000        0.000
 0.676        0.000        0.000
 0.701        0.000        0.000
 0.726        0.000        0.000
 0.751        0.000        0.000
 0.776        0.000        0.000
 0.801        0.000        0.000
 0.826        0.000        0.000
 0.851        0.000        0.000
 0.876        0.000        0.000
 0.902        0.000        0.000
 0.927        0.000        0.000
 0.952        0.000        0.000
 0.977        0.000        0.000
 1.002        0.000        0.000
 1.027        0.000        0.000
 1.052        0.000        0.000
 1.077        0.000        0.000
 1.102        0.000        0.000
 1.127        0.000        0.000
 1.152        0.000        0.000
 1.177        0.000        0.000
 1.202        0.000        0.000
 1.227        0.000        0.000
 1.252        0.000        0.000
 1.277        0.000        0.000
 1.302        0.000        0.000
 1.327        0.000        0.000
 1.352        0.000        0.000
 1.377        0.000        0.000
 1.402        0.000        0.000
 1.427        0.000        0.000
 1.452        0.000        0.000
 1.477        0.000        0.000
 1.503        0.000        0.000
 1.528        0.000        0.000
 1.553        0.000        0.000
 1.578        0.000        0.000
 1.603        0.000        0.000
 1.628        0.000        0.000
 1.653        0.000        0.000
 1.678        0.000        0.000
 1.703        0.000        0.000
 1.728        0.000        0.000
 1.753        0.000        0.000
 1.778        0.000        0.000
 1.803        0.000        0.000
 1.828        0.000        0.000
 1.853        0.000        0.000
 1.878        0.000        0.000
 1.903        0.000        0.000
 1.928        0.000        0.000
 1.953        0.000        0.000
 1.978        0.000        0.000
 2.003        0.000        0.000
 2.028        0.000        0.000
 2.053        0.000        0.000
 2.078        0.000        0.000
 2.104        0.000        0.000
 2.129        0.000        0.000
 2.154        0.000        0.000
 2.179        0.000        0.000
 2.204        0.000        0.000
 2.229        0.000        0.000
 2.254        0.000        0.000
 2.279        0.000        0.000
 2.304        0.000        0.000
 2.329        0.000        0.000
 2.354        0.000        0.000
 2.379        0.000        0.000
 2.404        0.000        0.000
 2.429        0.000        0.000
 2.454        0.000        0.000
 2.479        0.000        0.000
 2.504        0.000        0.000
 2.529        0.000        0.000
 2.554        0.000        0.000
 2.579        0.000        0.000
 2.604        0.000        0.000
 2.629        0.000        0.000
 2.654        0.000        0.000
 2.679        0.000        0.000
 2.705        0.000        0.000
 2.730        0.000        0.000
 2.755        0.000        0.000
 2.780        0.000        0.000
 2.805        0.000        0.000
 2.830        0.000        0.000
 2.855        0.000        0.000
 2.880        0.000        0.000
 2.905        0.000        0.000
 2.930        0.000        0.000
 2.955        0.000        0.000
 2.980        0.000        0.000
 3.005        0.000        0.002
